Marna 4 5.26 F
Adena 2 2.6 F
Sam 1 5.96 M
Ganny 2 4.44 M
Holly-anne 2 3.79 F
Rossie 1 1.59 M
Cairistiona 1 4.71 F
Sib 1 2.96 F
Gardener 4 1.79 M
Tiffy 2 3.71 F
Boony 1 2.29 M
Janaye 3 1.11 F
Cordie 1 2.65 M
Geralda 4 4.84 F
Dorian 2 5.54 F
Launce 3 3.88 M
Gordon 2 3.21 M
Lise 3 1.12 F
Rosene 3 3.67 F
Callean 2 4.5 M
Nara 2 1.76 F
Ivor 2 1.72 M
Mischa 2 1.79 M
Laura 4 3.88 F
Silvio 1 3.77 M
Ilaire 3 3.92 M
Ambur 4 2.35 F
Lewie 4 3.33 M
Rowen 3 1.01 M
Ruthann 3 1.63 F
Moise 3 5.91 M
Cinda 3 5.46 F
Vonni 4 4.1 F
Windham 2 2.85 M
Joseph 2 2.41 M
Theobald 2 4.8 M
Mona 4 1.3 F
Armin 1 4.96 M
Elroy 2 3.53 M
Cristiano 4 1.03 M
Eartha 1 4.7 F
Davey 3 5.69 M
Simon 3 3.54 M
Ilsa 3 1.78 F
Ailsun 3 5.43 F
Marley 2 3.83 F
Mathilde 1 2.5 F
Rodolfo 3 2.58 M
Carley 3 1.89 F
Zulema 1 1.1 F
Amalea 4 1.92 F
Irene 2 2.88 F
Erv 1 2.64 M
Fawn 1 5.68 F
Cathi 1 5.6 F
Philippine 1 4.94 F
Stefania 3 5.45 F
Fabien 4 3.94 M
Livvie 1 3.07 F
Ellie 2 1.3 F
Rozina 3 4.06 F
Fairfax 1 1.67 M
Oriana 4 1.12 F
Husein 2 1.49 M
Frederica 2 3.11 F
Ede 1 5.56 F
Izabel 4 1.07 F
Zack 1 3.51 M
Pancho 4 1.93 M
Bevon 2 3.46 M
Willamina 1 2.1 F
Darryl 3 3.31 M
Antons 2 1.32 M
Vanni 2 4.8 F
Byram 3 4.23 M
Gratia 1 1.99 F
Arluene 1 3.77 F
Raynell 3 4.49 F
Hendrik 3 5.39 M
Winnie 3 3.64 M
Shellie 2 4.48 F
Rosalia 4 5.32 F
Kalie 1 2.21 F
Dorette 2 4.95 F
Nealson 1 2.94 M
Magda 4 3.94 F
Roch 3 5.54 F
Sutherlan 2 1.42 M
Conroy 4 3.94 M
Henrie 2 1.65 F
Ingaborg 1 3.51 F
Stacee 1 1.32 M
Desmund 4 1.35 M
Kamila 2 1.18 F
Pearla 2 3.68 F
Vickie 4 2.41 F
Rollins 2 3.04 M
Hans 4 3.32 M
Alix 4 4.61 M
Galvan 3 2.86 M
Deane 2 4.7 M
Vic 3 3.84 M
Colin 3 1.91 M
Roxana 3 1.29 F
Vikki 1 4.06 F
Stacey 1 2.04 F
Valene 1 4.41 F
Antonin 4 4.88 M
Tiebout 3 3.31 M
Puff 4 5.01 M
Madelena 1 1.09 F
Howie 4 2.25 M
Perri 2 2.3 F
Deny 3 5.84 F
Lizzie 4 2.15 F
Mandel 1 3.94 M
Ford 3 2.03 M
Darwin 4 3.55 M
Arin 2 4.47 M
Kennan 1 5.83 M
Cirstoforo 2 4.49 M
Fernanda 2 3.36 F
Kellyann 4 1.62 F
Adele 3 1.92 F
Kevan 3 3.37 M
Mord 2 3.13 M
Janice 1 2.95 F
Hubert 4 2.71 M
Wileen 2 5.81 F
Colin 1 5.55 M
Margarita 4 4.34 F
Kimble 3 1.39 M
Gael 1 2.6 F
Sutherlan 1 4.06 M
Corney 2 2.24 M
Bary 1 3.44 M
Izaak 4 3.18 M
Ros 1 1.7 F
Brooke 3 3.63 M
Antonina 2 4.1 F
Richmond 2 4.02 M
Aeriel 4 5.82 F
Lilian 2 2.33 F
Giavani 3 4.39 M
Florry 1 2.96 F
Wendell 2 1.87 M
Franny 1 2.04 M
Cesare 1 2.84 M
Obadiah 1 1.59 M
Jard 3 5.3 M
Gratia 4 2.6 F
Gustavo 4 3.18 M
Meghann 2 1.79 F
Tove 3 3.4 F
Wyn 2 4.03 M
Maxy 3 3.6 M
Julie 4 4.88 M
Otha 1 5.77 F
Granthem 1 4.44 M
Barnett 2 4.72 M
Aurlie 4 1.06 F
Caryl 4 2.22 M
Stacia 4 2.19 F
Keenan 4 1.59 M
Myca 1 3.25 M
Cody 3 5.17 F
Walt 2 1.44 M
Somerset 1 5.52 M
Anson 3 4.51 M
Doyle 1 4.04 M
Timmie 1 3.81 F
Conny 3 2.63 M
Hyatt 3 4.34 M
Honoria 1 5.62 F
Burt 2 2.74 M
Madelena 3 2.0 F
Millie 4 4.03 F
Genia 2 5.24 F
Talia 1 3.48 F
Aurthur 1 4.01 M
Tabby 4 5.11 M
Arley 4 2.24 M
Jeni 2 5.74 F
Olimpia 4 5.47 F
Giordano 2 4.39 M
Katherina 4 3.68 F
Julietta 3 1.25 F
Darla 4 5.7 F
Pauly 3 4.47 M
Joellen 4 2.25 F
Dacia 1 5.44 F
Michelina 1 2.4 F
Kare 2 3.96 F
Huntlee 2 4.74 M
Barnaby 3 2.6 M
Kingsly 2 2.34 M
Hyacinthia 2 3.67 F
Zaneta 4 1.88 F
Gennifer 1 3.85 F
Nealson 2 3.05 M
Lilia 4 2.57 F
Robby 1 2.23 M
Clementius 1 1.74 M
Lammond 3 3.77 M
Munmro 2 2.91 M
Jacquelin 2 2.8 F
Germana 3 4.08 F
Camel 2 5.96 F
Harrietta 4 5.09 F
Bobby 4 1.98 M
Lydia 4 1.11 F
Yancy 4 2.97 M
Estrellita 3 5.69 F
Lia 3 2.94 F
Jake 4 1.42 M
Benita 4 5.47 F
Berke 3 5.57 M
Germayne 2 5.93 M
Brock 1 1.59 M
Meyer 2 4.47 M
Veronica 2 3.14 F
Olivier 4 4.32 M
Aldridge 4 1.4 M
Roselle 4 3.27 F
Bernadette 1 3.82 F
Osmund 1 4.37 M
Aimil 2 4.35 F
Gallard 2 5.63 M
Wallie 3 1.69 F
Benedetto 4 2.65 M
Hurlee 1 4.06 M
Arabela 3 5.72 F
Erny 2 3.01 M
Trev 1 3.18 M
Hyacinthie 2 4.91 F
Sisely 4 5.38 F
Howard 1 5.78 M
Goober 1 1.44 M
Hermina 2 4.44 F
Francene 3 4.97 F
Vanda 3 5.07 F
Lyell 2 3.11 M
Lyndell 2 1.84 F
Raymund 4 5.26 M
Gerardo 2 2.98 M
Layla 3 4.72 F
Bartlet 3 4.44 M
Alleyn 1 1.88 M
Kaja 1 3.92 F
Joletta 1 3.6 F
Saunder 3 4.79 M
Conni 4 2.08 F
Odell 2 5.68 M
Melvin 2 3.71 M
Tamarah 1 5.13 F
Mayne 2 5.44 M
Rosemarie 1 2.77 F
Darwin 2 2.74 M
